DateTime,Feed,Poo,Wee,Vomit
2022-08-20 12:50:00,True,True,True,False
2022-08-20 15:40:00,True,False,True,False
2022-08-20 17:55:00,True,False,True,False
2022-08-20 20:20:00,True,False,False,False
2022-08-21 00:55:00,True,False,True,False
2022-08-21 05:30:00,True,False,True,False
2022-08-21 09:55:00,True,False,True,False
2022-08-21 12:30:00,True,False,True,False
2022-08-21 15:25:00,True,False,True,False
2022-08-21 18:05:00,True,False,True,False
2022-08-21 22:45:00,True,False,True,False
2022-08-22 03:20:00,True,True,True,False
2022-08-22 07:20:00,True,False,True,False
2022-08-22 09:55:00,True,False,True,False
2022-08-22 14:00:00,True,False,True,False
2022-08-22 18:05:00,True,False,True,False
2022-08-22 21:10:00,True,False,True,False
2022-08-23 01:45:00,True,False,True,False
2022-08-23 06:00:00,True,True,True,False
2022-08-23 09:00:00,True,False,True,False
2022-08-23 12:35:00,True,False,True,False
2022-08-23 15:25:00,True,False,True,False
2022-08-23 18:35:00,True,False,True,False
2022-08-23 20:35:00,True,False,True,False
2022-08-24 00:55:00,True,False,True,False
2022-08-24 05:10:00,True,False,True,True
2022-08-24 07:10:00,True,True,True,False
2022-08-24 09:35:00,True,False,True,False
2022-08-24 13:45:00,True,False,True,False
2022-08-24 16:50:00,True,False,True,False
2022-08-24 19:20:00,True,False,True,False
2022-08-24 21:35:00,True,False,True,False
2022-08-25 02:15:00,True,False,True,False
2022-08-25 06:45:00,True,True,True,False
2022-08-25 09:35:00,True,False,True,False
2022-08-25 13:50:00,True,False,True,False
2022-08-25 16:40:00,True,False,True,False
2022-08-25 19:00:00,True,False,True,False
2022-08-25 23:45:00,True,False,True,False
2022-08-26 03:45:00,True,True,True,False
2022-08-26 07:20:00,True,False,True,False
2022-08-26 10:00:00,True,False,True,False
2022-08-26 13:00:00,True,False,True,False
2022-08-26 15:55:00,True,False,True,False
2022-08-26 19:40:00,True,False,True,False
2022-08-26 23:50:00,True,False,True,False
2022-08-27 02:50:00,True,False,True,False
2022-08-27 06:20:00,True,False,True,False
2022-08-27 10:05:00,True,False,True,False
2022-08-27 12:50:00,True,False,True,False
2022-08-27 16:20:00,True,False,True,False
2022-08-27 19:00:00,True,False,True,True
2022-08-27 20:50:00,True,False,True,False
2022-08-28 01:50:00,True,False,True,False
2022-08-28 06:15:00,True,False,True,False
2022-08-28 10:05:00,True,False,True,False
2022-08-28 12:45:00,True,True,False,False
2022-08-28 15:15:00,True,False,True,False
2022-08-28 18:25:00,True,False,True,False
2022-08-28 22:15:00,True,False,True,False
2022-08-29 03:45:00,True,False,True,False
2022-08-29 07:05:00,True,False,True,False
2022-08-29 10:20:00,True,True,True,False
2022-08-29 12:55:00,True,False,True,False
2022-08-29 16:40:00,True,False,True,False
2022-08-29 19:30:00,True,False,True,False
2022-08-30 00:45:00,True,False,True,False
2022-08-30 04:55:00,True,False,True,False
2022-08-30 08:30:00,True,False,True,False
2022-08-30 11:25:00,True,False,True,False
2022-08-30 15:30:00,True,False,True,False
2022-08-30 18:00:00,True,False,True,False
2022-08-30 20:50:00,True,True,True,True
2022-08-30 23:15:00,True,False,False,False
2022-08-31 05:15:00,True,False,True,False
2022-08-31 08:00:00,True,False,True,False
2022-08-31 11:50:00,True,False,True,False
2022-08-31 15:10:00,True,False,True,False
2022-08-31 17:10:00,True,False,True,True
2022-08-31 18:20:00,True,False,False,False
2022-08-31 22:10:00,True,False,True,False
2022-09-01 02:40:00,True,False,True,False
2022-09-01 07:00:00,True,False,True,False
2022-09-01 10:10:00,True,False,True,False
2022-09-01 12:50:00,True,False,True,False
2022-09-01 16:50:00,True,False,True,False
2022-09-01 18:45:00,True,False,True,False
2022-09-01 22:35:00,True,False,True,False
2022-09-02 02:45:00,True,False,True,False
2022-09-02 06:35:00,True,True,True,False
2022-09-02 09:15:00,True,False,True,False
2022-09-02 12:50:00,True,False,True,False
2022-09-02 15:10:00,True,True,True,True
2022-09-02 16:10:00,True,False,True,False
2022-09-02 17:15:00,True,False,True,False
2022-09-02 22:00:00,True,False,True,True
2022-09-03 02:45:00,True,False,True,False
2022-09-03 07:15:00,True,False,True,False
2022-09-03 09:10:00,True,False,True,False
2022-09-03 11:55:00,True,False,True,False
2022-09-03 14:40:00,True,True,True,False
2022-09-03 17:10:00,True,False,True,False
2022-09-03 19:15:00,True,False,True,False
2022-09-04 00:25:00,True,False,True,False
2022-09-04 04:55:00,True,False,True,False
2022-09-04 08:40:00,True,False,True,False
2022-09-04 11:00:00,True,True,True,True
2022-09-04 12:55:00,True,False,True,False
2022-09-04 16:10:00,True,False,True,False
2022-09-04 18:10:00,True,True,True,True
2022-09-04 19:00:00,True,False,True,False
2022-09-04 22:00:00,True,False,True,False
2022-09-05 01:55:00,True,False,True,False
2022-09-05 05:20:00,True,True,True,False
2022-09-05 08:50:00,True,False,True,False
2022-09-05 11:15:00,True,False,True,False
2022-09-05 14:45:00,True,False,True,False
2022-09-05 17:40:00,True,False,True,False
2022-09-05 22:55:00,True,False,True,False
2022-09-06 02:20:00,True,True,True,False
2022-09-06 06:00:00,True,False,True,False
2022-09-06 08:50:00,True,False,True,False
2022-09-06 11:00:00,True,False,True,False
2022-09-06 14:00:00,True,False,True,False
2022-09-06 17:20:00,True,True,True,False
2022-09-06 18:30:00,True,False,True,False
2022-09-07 00:40:00,True,True,True,False
2022-09-07 04:50:00,True,False,True,False
2022-09-07 08:00:00,True,False,True,False
2022-09-07 10:10:00,True,True,True,False
2022-09-07 13:10:00,True,False,True,False
2022-09-07 15:15:00,True,False,True,False
2022-09-07 17:15:00,True,False,True,False
2022-09-07 21:40:00,True,False,True,False
2022-09-08 01:15:00,True,True,True,False
2022-09-08 05:10:00,True,False,True,False
2022-09-08 07:35:00,True,False,True,False
2022-09-08 10:00:00,True,False,True,False
2022-09-08 12:20:00,True,False,True,False
2022-09-08 14:20:00,True,False,True,False
2022-09-08 16:25:00,True,True,True,False
2022-09-08 18:35:00,True,False,True,True
2022-09-08 23:10:00,True,False,True,False
2022-09-09 03:05:00,True,True,True,False
2022-09-09 05:50:00,True,False,True,False
2022-09-09 11:55:00,True,True,True,False
2022-09-09 15:40:00,True,False,True,False
2022-09-09 18:10:00,True,False,True,False
2022-09-09 22:40:00,True,False,True,False
2022-09-10 01:25:00,True,True,True,False
2022-09-10 05:10:00,True,True,True,False
2022-09-10 08:30:00,True,True,True,False
2022-09-10 10:55:00,True,False,True,False
2022-09-10 13:15:00,True,False,True,False
2022-09-10 16:15:00,True,False,True,False
2022-09-10 18:15:00,True,False,True,False
2022-09-10 23:50:00,True,False,True,False
2022-09-11 03:15:00,True,True,True,False
2022-09-11 07:30:00,True,False,True,False
2022-09-11 10:00:00,True,False,True,False
2022-09-11 13:30:00,True,False,True,False
2022-09-11 15:55:00,True,False,True,False
2022-09-11 19:45:00,True,False,True,False
2022-09-12 00:05:00,True,True,True,False
2022-09-12 04:10:00,True,False,True,False
2022-09-12 06:45:00,True,False,True,False
2022-09-12 10:10:00,True,False,True,False
2022-09-12 12:40:00,True,False,True,False
2022-09-12 15:15:00,True,False,True,False
2022-09-12 17:45:00,True,False,True,False
2022-09-12 22:50:00,True,False,True,False
2022-09-13 02:30:00,True,True,True,False
2022-09-13 06:25:00,True,False,True,False
2022-09-13 09:25:00,True,False,True,False
2022-09-13 12:15:00,True,False,True,False
2022-09-13 15:25:00,True,False,True,False
2022-09-13 20:00:00,True,False,True,False
2022-09-13 23:25:00,True,True,True,False
2022-09-14 03:00:00,True,False,True,False
2022-09-14 06:50:00,True,False,True,False
2022-09-14 09:20:00,True,False,True,False
2022-09-14 12:50:00,True,True,True,False
2022-09-14 16:20:00,True,False,True,False
2022-09-14 19:05:00,True,True,True,False
2022-09-15 00:05:00,True,False,True,True
2022-09-15 03:50:00,True,False,True,False
2022-09-15 07:20:00,True,True,True,False
2022-09-15 10:05:00,True,False,True,False
2022-09-15 13:00:00,True,False,True,False
2022-09-15 16:20:00,True,True,True,False
2022-09-15 18:40:00,True,False,True,False
2022-09-16 00:00:00,True,False,True,False
2022-09-16 03:20:00,True,True,True,False
2022-09-16 06:00:00,True,False,True,False
2022-09-16 09:00:00,True,False,True,False
2022-09-16 11:25:00,True,False,True,False
2022-09-16 01:15:00,True,False,False,False
2022-09-16 04:20:00,True,True,True,False
2022-09-16 19:10:00,True,False,True,False
2022-09-16 22:20:00,True,False,False,False
2022-09-17 01:25:00,True,False,True,False
2022-09-17 04:15:00,True,True,True,False
2022-09-17 07:00:00,True,True,True,False
2022-09-17 11:00:00,True,False,True,False
2022-09-17 14:00:00,True,False,True,False
2022-09-17 16:15:00,True,False,True,False
2022-09-17 19:30:00,True,False,True,False
2022-09-17 22:55:00,True,False,True,False
2022-09-18 01:00:00,True,False,True,True
2022-09-18 04:00:00,True,True,True,False
2022-09-18 07:00:00,True,False,True,False
2022-09-18 10:25:00,True,False,True,False
2022-09-18 13:45:00,True,False,True,False
2022-09-18 16:40:00,True,False,True,False
2022-09-18 20:45:00,True,False,True,False
2022-09-19 00:35:00,True,False,True,False
2022-09-19 04:15:00,True,True,True,False
2022-09-19 07:00:00,True,False,True,False
2022-09-19 09:50:00,True,True,True,False
2022-09-19 13:05:00,True,True,True,False
2022-09-19 15:45:00,True,False,True,False
2022-09-19 18:00:00,True,False,True,False
2022-09-19 22:20:00,True,False,True,False
2022-09-20 01:35:00,True,False,True,False
2022-09-20 04:15:00,True,False,True,False
2022-09-20 07:10:00,True,True,True,False
2022-09-20 10:10:00,True,True,True,False
2022-09-20 13:55:00,True,False,True,False
2022-09-20 17:55:00,True,False,True,False
2022-09-20 21:45:00,True,False,True,False
2022-09-21 01:10:00,True,False,True,False
2022-09-21 05:30:00,True,True,True,False
2022-09-21 08:15:00,True,False,True,False
2022-09-21 12:00:00,True,False,True,False
2022-09-21 15:55:00,True,False,True,False
2022-09-21 18:20:00,True,False,True,False
2022-09-21 21:45:00,True,False,True,False
2022-09-22 01:10:00,True,True,True,False
2022-09-22 04:35:00,True,True,True,False
2022-09-22 08:00:00,False,False,True,False
2022-09-22 11:30:00,True,False,True,False
2022-09-22 14:20:00,True,False,True,False
2022-09-22 16:50:00,True,False,True,False
2022-09-22 21:30:00,True,False,True,False
2022-09-23 01:10:00,True,True,True,False
2022-09-23 04:00:00,True,False,True,False
2022-09-23 06:35:00,True,False,True,False
2022-09-23 09:40:00,True,True,True,False
2022-09-23 12:40:00,True,False,False,False
2022-09-23 15:40:00,True,True,True,False
2022-09-23 19:30:00,True,False,True,False
2022-09-23 23:30:00,True,False,True,False
2022-09-24 02:50:00,True,False,True,False
2022-09-24 06:10:00,True,True,True,False
2022-09-24 09:45:00,True,False,True,False
2022-09-24 12:15:00,True,False,True,False
2022-09-24 15:00:00,True,False,True,False
2022-09-24 17:50:00,True,True,True,False
2022-09-24 20:55:00,True,False,True,False
2022-09-25 00:40:00,True,False,True,False
2022-09-25 03:55:00,True,True,True,False
2022-09-25 06:30:00,True,False,True,False
2022-09-25 10:25:00,True,False,True,False
2022-09-25 13:45:00,True,False,True,False
2022-09-25 17:10:00,True,False,True,False
2022-09-25 20:35:00,True,False,True,False
2022-09-26 01:00:00,True,False,True,False
2022-09-26 05:20:00,True,True,True,False
2022-09-26 08:35:00,True,True,True,False
2022-09-26 11:30:00,True,False,True,False
2022-09-26 14:20:00,True,False,True,False
2022-09-26 17:25:00,True,False,True,False
2022-09-26 21:50:00,True,False,True,False
2022-09-27 01:40:00,True,True,True,False
2022-09-27 05:20:00,True,True,True,False
2022-09-27 08:15:00,True,False,True,False
2022-09-27 11:10:00,True,False,True,False
2022-09-27 14:00:00,True,False,True,False
2022-09-27 17:00:00,True,False,True,False
2022-09-27 21:55:00,True,False,True,False
2022-09-28 01:35:00,True,False,True,False
2022-09-28 05:10:00,True,True,True,False
2022-09-28 08:10:00,True,False,True,False
2022-09-28 11:10:00,True,False,True,False
2022-09-28 14:00:00,True,True,True,False
2022-09-28 18:05:00,True,False,True,False
2022-09-28 23:05:00,True,False,True,False
2022-09-29 02:35:00,True,False,True,False
2022-09-29 05:40:00,True,True,True,False
2022-09-29 08:35:00,True,False,True,False
2022-09-29 11:55:00,True,False,True,False
2022-09-29 15:20:00,True,False,True,False
2022-09-29 19:50:00,True,False,True,False
2022-09-29 23:15:00,True,False,True,False
2022-09-30 02:45:00,True,True,True,False
2022-09-30 05:40:00,True,False,True,False
2022-09-30 09:25:00,True,False,True,False
2022-09-30 12:55:00,True,False,True,False
2022-09-30 16:15:00,True,False,True,False
2022-09-30 19:30:00,True,False,True,False
2022-09-30 23:25:00,True,False,True,False
2022-10-01 03:00:00,True,False,True,False
2022-10-01 06:30:00,True,True,True,False
2022-10-01 09:30:00,True,True,True,False
2022-10-01 12:30:00,True,False,True,False
2022-10-01 15:05:00,True,False,True,False
2022-10-01 17:45:00,True,False,True,False
2022-10-01 21:30:00,True,False,True,False
2022-10-02 00:45:00,True,False,True,False
2022-10-02 05:45:00,True,True,True,False
2022-10-02 08:20:00,True,False,True,False
2022-10-02 11:30:00,True,False,True,False
2022-10-02 14:30:00,True,False,True,False
2022-10-02 17:30:00,True,False,True,False
2022-10-02 21:50:00,True,False,True,False
2022-10-03 02:10:00,True,False,True,False
2022-10-03 06:05:00,True,True,True,False
2022-10-03 08:55:00,True,False,True,False
2022-10-03 11:50:00,True,False,True,False
2022-10-03 15:05:00,True,False,True,False
2022-10-03 17:50:00,True,False,True,False
2022-10-03 23:00:00,True,False,True,False
2022-10-04 02:40:00,True,False,True,False
2022-10-04 06:05:00,True,True,True,False
2022-10-04 08:50:00,True,False,True,False
2022-10-04 12:00:00,True,False,True,False
2022-10-04 14:30:00,True,False,True,False
2022-10-04 17:15:00,True,False,True,False
2022-10-04 20:25:00,True,False,True,False
2022-10-04 23:55:00,True,True,True,False
2022-10-05 04:15:00,True,False,True,False
2022-10-05 07:40:00,True,True,True,False
2022-10-05 11:05:00,True,False,True,False
2022-10-05 13:35:00,True,False,True,False
2022-10-05 16:05:00,True,False,True,False
2022-10-05 18:05:00,True,False,True,False
2022-10-05 23:10:00,True,False,True,False
2022-10-06 03:05:00,True,False,True,False
2022-10-06 06:40:00,True,False,True,False
2022-10-06 09:40:00,True,True,True,False
2022-10-06 12:20:00,True,True,True,False
2022-10-06 15:30:00,True,True,True,False
2022-10-06 18:00:00,True,False,True,False
2022-10-06 21:55:00,True,False,True,False
2022-10-07 01:15:00,True,False,True,False
2022-10-07 04:50:00,True,True,True,False
2022-10-07 07:30:00,True,False,True,False
2022-10-07 09:40:00,True,True,True,False
2022-10-07 12:40:00,True,False,True,False
2022-10-07 15:15:00,True,False,True,False
2022-10-07 17:30:00,True,False,True,False
2022-10-07 21:20:00,True,False,True,False
2022-10-08 01:55:00,True,False,True,False
2022-10-08 05:45:00,True,True,True,False
2022-10-08 08:45:00,True,False,True,False
2022-10-08 11:20:00,True,False,True,False
2022-10-08 13:55:00,True,False,True,False
2022-10-08 16:25:00,True,False,True,False
2022-10-08 20:45:00,True,False,True,False
2022-10-09 01:55:00,True,False,True,False
2022-10-09 05:40:00,True,False,True,False
2022-10-09 08:10:00,True,False,True,False
2022-10-09 10:50:00,True,True,True,False
2022-10-09 13:55:00,True,False,True,False
2022-10-09 16:30:00,True,False,True,False
2022-10-09 20:00:00,True,False,True,False
2022-10-10 00:15:00,True,False,True,False
2022-10-10 03:45:00,True,False,True,False
2022-10-10 06:45:00,False,True,True,False
2022-10-10 09:20:00,True,False,True,False
2022-10-10 12:10:00,True,False,True,False
2022-10-10 15:10:00,True,False,True,False
2022-10-10 18:05:00,True,False,True,False
2022-10-10 23:45:00,True,False,True,False
2022-10-11 03:35:00,True,False,True,False
2022-10-11 07:30:00,True,True,True,False
2022-10-11 10:30:00,True,False,True,False
2022-10-11 13:30:00,True,False,True,False
2022-10-11 16:20:00,True,False,True,False
2022-10-11 19:05:00,True,False,True,False
2022-10-12 00:50:00,True,False,True,False
2022-10-12 04:25:00,True,False,True,False
2022-10-12 07:15:00,True,False,True,False
2022-10-12 09:20:00,True,True,True,False
2022-10-12 12:50:00,True,False,True,False
2022-10-12 14:55:00,True,False,True,False
2022-10-12 20:00:00,True,False,True,False
2022-10-13 00:55:00,True,False,True,False
2022-10-13 05:05:00,True,True,True,False
2022-10-13 08:10:00,True,False,True,False
2022-10-13 11:30:00,True,False,True,False
2022-10-13 14:25:00,True,False,True,False
2022-10-13 16:35:00,True,False,True,False
2022-10-13 18:25:00,True,False,False,False
2022-10-13 20:40:00,True,False,True,False
2022-10-13 23:45:00,True,False,True,False
2022-10-14 02:45:00,True,False,True,False
2022-10-14 05:45:00,True,False,True,False
2022-10-14 08:50:00,True,True,True,False
2022-10-14 10:55:00,True,False,True,False
2022-10-14 12:55:00,True,False,True,False
2022-10-14 15:10:00,True,True,True,False
2022-10-14 17:55:00,True,False,True,False
2022-10-14 21:00:00,True,False,True,False
2022-10-15 00:00:00,True,False,True,False
2022-10-15 03:00:00,True,False,True,False
2022-10-15 06:00:00,True,False,True,False
2022-10-15 09:00:00,True,True,True,False
2022-10-15 11:05:00,True,True,True,False
2022-10-15 14:00:00,True,False,True,False
2022-10-15 16:40:00,True,False,True,False
2022-10-15 20:50:00,True,False,True,False
2022-10-16 00:05:00,True,False,True,False
2022-10-16 04:10:00,True,True,True,False
2022-10-16 07:10:00,True,False,True,False
2022-10-16 10:00:00,True,False,True,False
2022-10-16 12:15:00,True,True,True,False
2022-10-16 15:05:00,True,False,True,False
2022-10-16 17:45:00,True,False,True,False
2022-10-16 22:40:00,True,False,True,False
2022-10-17 02:40:00,True,False,True,False
2022-10-17 06:10:00,True,True,True,False
2022-10-17 08:45:00,True,False,True,False
2022-10-17 11:40:00,True,False,True,False
2022-10-17 14:40:00,True,False,True,False
2022-10-17 17:35:00,True,False,True,False
2022-10-17 21:45:00,True,False,True,False
2022-10-18 02:00:00,True,True,True,False
2022-10-18 05:45:00,True,True,True,False
2022-10-18 08:35:00,True,False,True,False
2022-10-18 11:15:00,True,False,True,False
2022-10-18 15:00:00,True,False,False,False
2022-10-18 17:20:00,True,False,True,False
2022-10-18 22:50:00,True,True,True,False
2022-10-19 03:40:00,True,False,True,False
2022-10-19 06:55:00,True,False,True,False
2022-10-19 09:40:00,True,False,True,False
2022-10-19 12:20:00,True,False,True,False
2022-10-19 14:55:00,True,True,True,False
2022-10-19 17:05:00,True,False,True,False
2022-10-19 19:30:00,True,False,True,False
2022-10-20 01:15:00,True,False,True,False
2022-10-20 06:20:00,True,True,True,False
2022-10-20 08:55:00,True,False,True,False
2022-10-20 11:25:00,True,False,True,False
2022-10-20 14:10:00,True,False,True,False
2022-10-20 16:15:00,True,False,True,False
2022-10-20 22:20:00,True,False,True,False
2022-10-21 02:10:00,True,False,True,False
2022-10-21 06:40:00,True,False,True,False
2022-10-21 09:20:00,True,True,True,False
2022-10-21 11:45:00,True,False,True,False
2022-10-21 14:10:00,True,False,False,False
2022-10-21 16:35:00,True,True,True,False
2022-10-21 18:45:00,True,False,True,False
2022-10-22 01:00:00,True,False,True,False
2022-10-22 05:35:00,True,True,True,False
2022-10-22 08:15:00,True,False,True,False
2022-10-22 10:50:00,True,False,True,False
2022-10-22 13:15:00,True,False,True,False
2022-10-22 15:45:00,True,False,True,False
2022-10-22 18:15:00,True,False,True,False
2022-10-23 00:40:00,True,False,True,False
2022-10-23 05:10:00,True,True,True,False
2022-10-23 07:55:00,True,False,True,False
2022-10-23 10:30:00,True,False,True,False
2022-10-23 12:50:00,True,False,True,False
2022-10-23 15:35:00,True,False,True,False
2022-10-23 17:50:00,True,True,True,False
2022-10-23 23:30:00,True,False,True,False
2022-10-24 04:30:00,True,False,True,False
2022-10-24 07:45:00,True,False,True,False
2022-10-24 10:50:00,True,True,True,False
2022-10-24 13:20:00,True,False,True,False
2022-10-24 16:50:00,True,True,True,False
2022-10-24 20:00:00,True,False,True,False
2022-10-25 00:40:00,True,False,True,False
2022-10-25 05:15:00,True,False,True,False
2022-10-25 08:00:00,True,False,True,False
2022-10-25 11:00:00,True,True,True,False
2022-10-25 14:05:00,True,False,True,False
2022-10-25 16:20:00,True,True,True,False
2022-10-25 19:00:00,True,False,True,False
2022-10-26 00:15:00,True,False,True,False
2022-10-26 04:45:00,True,True,True,False
2022-10-26 08:15:00,True,False,True,False
2022-10-26 10:20:00,True,False,True,False
2022-10-26 13:45:00,True,True,True,False
2022-10-26 16:50:00,True,False,True,False
2022-10-27 00:25:00,True,False,True,False
2022-10-27 06:20:00,True,True,True,False
2022-10-27 08:55:00,True,False,True,False
2022-10-27 11:30:00,True,False,True,False
2022-10-27 14:05:00,True,False,True,False
2022-10-27 16:30:00,True,False,True,False
2022-10-28 00:25:00,True,False,True,False
2022-10-28 05:10:00,True,False,True,False
2022-10-28 08:25:00,True,False,True,False
2022-10-28 10:20:00,True,True,True,False
2022-10-28 13:05:00,True,False,True,False
2022-10-28 15:20:00,True,False,True,False
2022-10-28 17:50:00,True,False,True,False
2022-10-29 00:15:00,True,False,True,False
2022-10-29 06:20:00,True,True,True,False
2022-10-29 09:25:00,True,False,True,False
2022-10-29 12:00:00,True,False,True,False
2022-10-29 14:15:00,True,False,True,False
2022-10-29 17:00:00,True,False,True,False
2022-10-29 19:30:00,True,False,True,False
2022-10-30 02:15:00,True,True,True,False
2022-10-30 06:50:00,True,False,True,False
2022-10-30 09:05:00,True,False,True,False
2022-10-30 11:25:00,True,False,True,False
2022-10-30 13:45:00,True,False,True,False
2022-10-30 15:50:00,True,False,True,False
2022-10-30 18:00:00,True,False,True,False
2022-10-31 02:10:00,True,False,True,False
2022-10-31 06:45:00,True,False,True,False
2022-10-31 09:00:00,True,False,True,False
2022-10-31 11:25:00,True,False,True,False
2022-10-31 13:25:00,True,False,True,False
2022-10-31 14:50:00,True,True,True,False
2022-10-31 17:10:00,True,False,True,False
2022-11-01 02:25:00,True,False,True,False
2022-11-01 07:15:00,True,False,True,False
2022-11-01 09:50:00,True,True,True,False
2022-11-01 12:20:00,True,False,True,False
2022-11-01 14:40:00,True,False,True,False
2022-11-01 16:55:00,True,False,True,False
2022-11-01 19:10:00,True,False,True,False
